2025-03-25 18:31:16,244 - train_classifier_generate - INFO - Namespace(seed=0, gpus='0', data_dir='data/', epochs=50, batch_size=16, num_workers=4, num_classes=10, use_generator=True)
2025-03-25 18:31:20,661 - train_classifier_generate - INFO - 104520
2025-03-25 18:32:03,225 - train_classifier_generate - INFO - Epoch 0, Batch 2900: Loss 2.001342296600342
2025-03-25 18:32:03,598 - train_classifier_generate - INFO - Epoch 0, Batch 3000: Loss 1.8570678234100342
2025-03-25 18:32:03,950 - train_classifier_generate - INFO - Epoch 0, Batch 3100: Loss 2.09041166305542
2025-03-25 18:32:04,532 - train_classifier_generate - INFO - Epoch 0, Batch 3200: Loss 1.9319877624511719
2025-03-25 18:32:04,997 - train_classifier_generate - INFO - Epoch 0, Batch 3300: Loss 2.0637435913085938
2025-03-25 18:32:05,618 - train_classifier_generate - INFO - Epoch 0, Batch 3400: Loss 2.0444798469543457
2025-03-25 18:32:06,008 - train_classifier_generate - INFO - Epoch 0, Batch 3500: Loss 1.9315087795257568
2025-03-25 18:32:06,519 - train_classifier_generate - INFO - Epoch 0, Batch 3600: Loss 2.0172009468078613
2025-03-25 18:32:07,005 - train_classifier_generate - INFO - Epoch 0, Batch 3700: Loss 1.831358551979065
2025-03-25 18:32:07,476 - train_classifier_generate - INFO - Epoch 0, Batch 3800: Loss 2.0796124935150146
2025-03-25 18:32:07,948 - train_classifier_generate - INFO - Epoch 0, Batch 3900: Loss 1.9271752834320068
2025-03-25 18:32:08,277 - train_classifier_generate - INFO - Epoch 0, Batch 4000: Loss 1.8715280294418335
2025-03-25 18:32:08,893 - train_classifier_generate - INFO - Epoch 0, Batch 4100: Loss 1.9883742332458496
2025-03-25 18:32:09,307 - train_classifier_generate - INFO - Epoch 0, Batch 4200: Loss 1.8557531833648682
2025-03-25 18:32:09,905 - train_classifier_generate - INFO - Epoch 0, Batch 4300: Loss 2.003509998321533
2025-03-25 18:32:10,243 - train_classifier_generate - INFO - Epoch 0, Batch 4400: Loss 1.9548135995864868
2025-03-25 18:32:10,671 - train_classifier_generate - INFO - Epoch 0, Batch 4500: Loss 1.8352099657058716
2025-03-25 18:32:11,173 - train_classifier_generate - INFO - Epoch 0, Batch 4600: Loss 1.8809309005737305
2025-03-25 18:32:11,530 - train_classifier_generate - INFO - Epoch 0, Batch 4700: Loss 1.8319759368896484
2025-03-25 18:32:11,836 - train_classifier_generate - INFO - Epoch 0, Batch 4800: Loss 1.8921360969543457
2025-03-25 18:32:12,317 - train_classifier_generate - INFO - Epoch 0, Batch 4900: Loss 1.8195915222167969
2025-03-25 18:32:12,709 - train_classifier_generate - INFO - Epoch 0, Batch 5000: Loss 1.962774634361267
2025-03-25 18:32:13,242 - train_classifier_generate - INFO - Epoch 0, Batch 5100: Loss 2.0624208450317383
2025-03-25 18:32:13,756 - train_classifier_generate - INFO - Epoch 0, Batch 5200: Loss 1.7868497371673584
2025-03-25 18:32:14,239 - train_classifier_generate - INFO - Epoch 0, Batch 5300: Loss 2.0024170875549316
2025-03-25 18:32:14,683 - train_classifier_generate - INFO - Epoch 0, Batch 5400: Loss 1.9844584465026855
2025-03-25 18:32:15,183 - train_classifier_generate - INFO - Epoch 0, Batch 5500: Loss 1.8440825939178467
2025-03-25 18:32:15,708 - train_classifier_generate - INFO - Epoch 0, Batch 5600: Loss 1.8387778997421265
2025-03-25 18:32:16,152 - train_classifier_generate - INFO - Epoch 0, Batch 5700: Loss 1.7508249282836914
2025-03-25 18:32:16,701 - train_classifier_generate - INFO - Epoch 0, Batch 5800: Loss 1.916771650314331
2025-03-25 18:32:17,225 - train_classifier_generate - INFO - Epoch 0, Batch 5900: Loss 1.8670943975448608
2025-03-25 18:32:17,786 - train_classifier_generate - INFO - Epoch 0, Batch 6000: Loss 1.8119264841079712
2025-03-25 18:32:18,227 - train_classifier_generate - INFO - Epoch 0, Batch 6100: Loss 1.990240216255188
2025-03-25 18:32:18,812 - train_classifier_generate - INFO - Epoch 0, Batch 6200: Loss 1.8307368755340576
2025-03-25 18:32:19,306 - train_classifier_generate - INFO - Epoch 0, Batch 6300: Loss 1.9113330841064453
2025-03-25 18:32:19,823 - train_classifier_generate - INFO - Epoch 0, Batch 6400: Loss 1.8289685249328613
2025-03-25 18:32:20,266 - train_classifier_generate - INFO - Epoch 0, Batch 6500: Loss 1.8769853115081787
2025-03-25 18:32:49,430 - train_classifier_generate - INFO - Epoch 1, Batch 0: Loss 1.9079275131225586
2025-03-25 18:32:50,130 - train_classifier_generate - INFO - Epoch 1, Batch 100: Loss 1.8536378145217896
2025-03-25 18:32:50,621 - train_classifier_generate - INFO - Epoch 1, Batch 200: Loss 1.7118784189224243
2025-03-25 18:32:51,096 - train_classifier_generate - INFO - Epoch 1, Batch 300: Loss 1.844193935394287
2025-03-25 18:32:51,441 - train_classifier_generate - INFO - Epoch 1, Batch 400: Loss 1.845550775527954
2025-03-25 18:32:51,801 - train_classifier_generate - INFO - Epoch 1, Batch 500: Loss 1.757744312286377
2025-03-25 18:32:52,222 - train_classifier_generate - INFO - Epoch 1, Batch 600: Loss 2.001354217529297
2025-03-25 18:32:52,689 - train_classifier_generate - INFO - Epoch 1, Batch 700: Loss 1.7043763399124146
2025-03-25 18:32:53,062 - train_classifier_generate - INFO - Epoch 1, Batch 800: Loss 1.88421630859375
2025-03-25 18:32:53,580 - train_classifier_generate - INFO - Epoch 1, Batch 900: Loss 1.8603529930114746
2025-03-25 18:32:53,939 - train_classifier_generate - INFO - Epoch 1, Batch 1000: Loss 1.8263672590255737
2025-03-25 18:32:54,348 - train_classifier_generate - INFO - Epoch 1, Batch 1100: Loss 1.7688480615615845
2025-03-25 18:32:54,769 - train_classifier_generate - INFO - Epoch 1, Batch 1200: Loss 1.8520654439926147
2025-03-25 18:32:55,087 - train_classifier_generate - INFO - Epoch 1, Batch 1300: Loss 1.726841688156128
2025-03-25 18:32:55,582 - train_classifier_generate - INFO - Epoch 1, Batch 1400: Loss 1.751563549041748
2025-03-25 18:32:55,939 - train_classifier_generate - INFO - Epoch 1, Batch 1500: Loss 1.8576740026474
2025-03-25 18:32:56,226 - train_classifier_generate - INFO - Epoch 1, Batch 1600: Loss 1.8187329769134521
2025-03-25 18:32:56,864 - train_classifier_generate - INFO - Epoch 1, Batch 1700: Loss 1.8828389644622803
2025-03-25 18:32:57,222 - train_classifier_generate - INFO - Epoch 1, Batch 1800: Loss 1.7752348184585571
2025-03-25 18:32:57,803 - train_classifier_generate - INFO - Epoch 1, Batch 1900: Loss 1.9506208896636963
2025-03-25 18:32:58,159 - train_classifier_generate - INFO - Epoch 1, Batch 2000: Loss 1.7738709449768066
2025-03-25 18:32:58,699 - train_classifier_generate - INFO - Epoch 1, Batch 2100: Loss 1.8902782201766968
2025-03-25 18:32:59,071 - train_classifier_generate - INFO - Epoch 1, Batch 2200: Loss 1.882827639579773
2025-03-25 18:32:59,516 - train_classifier_generate - INFO - Epoch 1, Batch 2300: Loss 1.9570670127868652
2025-03-25 18:32:59,960 - train_classifier_generate - INFO - Epoch 1, Batch 2400: Loss 1.69402277469635
2025-03-25 18:33:00,300 - train_classifier_generate - INFO - Epoch 1, Batch 2500: Loss 1.9575093984603882
2025-03-25 18:33:00,844 - train_classifier_generate - INFO - Epoch 1, Batch 2600: Loss 1.8188486099243164
2025-03-25 18:33:01,218 - train_classifier_generate - INFO - Epoch 1, Batch 2700: Loss 1.7344329357147217
2025-03-25 18:33:01,747 - train_classifier_generate - INFO - Epoch 1, Batch 2800: Loss 1.7240231037139893
2025-03-25 18:33:02,103 - train_classifier_generate - INFO - Epoch 1, Batch 2900: Loss 1.8351174592971802
2025-03-25 18:33:02,514 - train_classifier_generate - INFO - Epoch 1, Batch 3000: Loss 1.8525538444519043
2025-03-25 18:33:02,998 - train_classifier_generate - INFO - Epoch 1, Batch 3100: Loss 1.8786048889160156
2025-03-25 18:33:03,413 - train_classifier_generate - INFO - Epoch 1, Batch 3200: Loss 1.9391756057739258
2025-03-25 18:33:03,960 - train_classifier_generate - INFO - Epoch 1, Batch 3300: Loss 1.8051899671554565
2025-03-25 18:33:04,283 - train_classifier_generate - INFO - Epoch 1, Batch 3400: Loss 1.788070797920227
2025-03-25 18:33:04,833 - train_classifier_generate - INFO - Epoch 1, Batch 3500: Loss 1.7228186130523682
2025-03-25 18:33:05,203 - train_classifier_generate - INFO - Epoch 1, Batch 3600: Loss 1.7472827434539795
2025-03-25 18:33:05,712 - train_classifier_generate - INFO - Epoch 1, Batch 3700: Loss 1.9058244228363037
2025-03-25 18:33:06,093 - train_classifier_generate - INFO - Epoch 1, Batch 3800: Loss 1.927208662033081
2025-03-25 18:33:06,362 - train_classifier_generate - INFO - Epoch 1, Batch 3900: Loss 1.834447979927063
2025-03-25 18:33:06,916 - train_classifier_generate - INFO - Epoch 1, Batch 4000: Loss 1.726621150970459
2025-03-25 18:33:07,309 - train_classifier_generate - INFO - Epoch 1, Batch 4100: Loss 1.7996143102645874
2025-03-25 18:33:07,748 - train_classifier_generate - INFO - Epoch 1, Batch 4200: Loss 1.7944236993789673
2025-03-25 18:33:08,216 - train_classifier_generate - INFO - Epoch 1, Batch 4300: Loss 1.8918867111206055
2025-03-25 18:33:08,624 - train_classifier_generate - INFO - Epoch 1, Batch 4400: Loss 1.8134210109710693
2025-03-25 18:33:09,116 - train_classifier_generate - INFO - Epoch 1, Batch 4500: Loss 1.8436801433563232
2025-03-25 18:33:09,466 - train_classifier_generate - INFO - Epoch 1, Batch 4600: Loss 1.69156813621521
2025-03-25 18:33:10,056 - train_classifier_generate - INFO - Epoch 1, Batch 4700: Loss 1.9157288074493408
2025-03-25 18:33:10,388 - train_classifier_generate - INFO - Epoch 1, Batch 4800: Loss 1.7401913404464722
2025-03-25 18:33:10,946 - train_classifier_generate - INFO - Epoch 1, Batch 4900: Loss 1.6809971332550049
2025-03-25 18:33:11,344 - train_classifier_generate - INFO - Epoch 1, Batch 5000: Loss 1.8351218700408936
2025-03-25 18:33:11,770 - train_classifier_generate - INFO - Epoch 1, Batch 5100: Loss 1.6959271430969238
2025-03-25 18:33:12,190 - train_classifier_generate - INFO - Epoch 1, Batch 5200: Loss 1.8032687902450562
2025-03-25 18:33:12,505 - train_classifier_generate - INFO - Epoch 1, Batch 5300: Loss 1.7256865501403809
2025-03-25 18:33:13,038 - train_classifier_generate - INFO - Epoch 1, Batch 5400: Loss 1.7909060716629028
2025-03-25 18:33:13,402 - train_classifier_generate - INFO - Epoch 1, Batch 5500: Loss 1.729748249053955
2025-03-25 18:33:13,747 - train_classifier_generate - INFO - Epoch 1, Batch 5600: Loss 1.7596515417099
2025-03-25 18:33:14,177 - train_classifier_generate - INFO - Epoch 1, Batch 5700: Loss 1.6924208402633667
2025-03-25 18:33:14,680 - train_classifier_generate - INFO - Epoch 1, Batch 5800: Loss 1.7888339757919312
2025-03-25 18:33:15,223 - train_classifier_generate - INFO - Epoch 1, Batch 5900: Loss 1.7976679801940918
2025-03-25 18:33:15,581 - train_classifier_generate - INFO - Epoch 1, Batch 6000: Loss 1.724369764328003
2025-03-25 18:33:15,934 - train_classifier_generate - INFO - Epoch 1, Batch 6100: Loss 1.7562119960784912
2025-03-25 18:33:16,361 - train_classifier_generate - INFO - Epoch 1, Batch 6200: Loss 1.6219605207443237
2025-03-25 18:33:16,779 - train_classifier_generate - INFO - Epoch 1, Batch 6300: Loss 1.8165194988250732
2025-03-25 18:33:17,120 - train_classifier_generate - INFO - Epoch 1, Batch 6400: Loss 1.7479056119918823
2025-03-25 18:33:17,649 - train_classifier_generate - INFO - Epoch 1, Batch 6500: Loss 1.731966495513916
2025-03-25 18:33:46,617 - train_classifier_generate - INFO - Epoch 2, Batch 0: Loss 1.7692866325378418
2025-03-25 18:33:47,342 - train_classifier_generate - INFO - Epoch 2, Batch 100: Loss 1.6687225103378296
2025-03-25 18:33:47,787 - train_classifier_generate - INFO - Epoch 2, Batch 200: Loss 1.8851685523986816
2025-03-25 18:33:48,147 - train_classifier_generate - INFO - Epoch 2, Batch 300: Loss 1.6689523458480835
2025-03-25 18:33:48,465 - train_classifier_generate - INFO - Epoch 2, Batch 400: Loss 1.689193606376648
2025-03-25 18:33:48,944 - train_classifier_generate - INFO - Epoch 2, Batch 500: Loss 1.9159972667694092
2025-03-25 18:33:49,293 - train_classifier_generate - INFO - Epoch 2, Batch 600: Loss 1.6569011211395264
2025-03-25 18:33:49,824 - train_classifier_generate - INFO - Epoch 2, Batch 700: Loss 1.715517282485962
2025-03-25 18:33:50,169 - train_classifier_generate - INFO - Epoch 2, Batch 800: Loss 1.909436583518982
2025-03-25 18:33:50,495 - train_classifier_generate - INFO - Epoch 2, Batch 900: Loss 1.9299851655960083
2025-03-25 18:33:51,024 - train_classifier_generate - INFO - Epoch 2, Batch 1000: Loss 1.7855223417282104
2025-03-25 18:33:51,558 - train_classifier_generate - INFO - Epoch 2, Batch 1100: Loss 1.7597863674163818
2025-03-25 18:33:51,941 - train_classifier_generate - INFO - Epoch 2, Batch 1200: Loss 1.6715480089187622
2025-03-25 18:33:52,253 - train_classifier_generate - INFO - Epoch 2, Batch 1300: Loss 1.6386784315109253
2025-03-25 18:33:52,677 - train_classifier_generate - INFO - Epoch 2, Batch 1400: Loss 1.8330340385437012
2025-03-25 18:33:53,141 - train_classifier_generate - INFO - Epoch 2, Batch 1500: Loss 1.9616889953613281
2025-03-25 18:33:53,568 - train_classifier_generate - INFO - Epoch 2, Batch 1600: Loss 1.8539705276489258
2025-03-25 18:33:54,061 - train_classifier_generate - INFO - Epoch 2, Batch 1700: Loss 1.8673551082611084
2025-03-25 18:33:54,383 - train_classifier_generate - INFO - Epoch 2, Batch 1800: Loss 1.6952297687530518
2025-03-25 18:33:54,935 - train_classifier_generate - INFO - Epoch 2, Batch 1900: Loss 1.759460210800171
2025-03-25 18:33:55,303 - train_classifier_generate - INFO - Epoch 2, Batch 2000: Loss 1.8518521785736084
2025-03-25 18:33:55,745 - train_classifier_generate - INFO - Epoch 2, Batch 2100: Loss 1.6868058443069458
2025-03-25 18:33:56,262 - train_classifier_generate - INFO - Epoch 2, Batch 2200: Loss 1.6978360414505005
2025-03-25 18:33:56,724 - train_classifier_generate - INFO - Epoch 2, Batch 2300: Loss 1.890581488609314
2025-03-25 18:33:57,199 - train_classifier_generate - INFO - Epoch 2, Batch 2400: Loss 1.7705779075622559
2025-03-25 18:33:57,583 - train_classifier_generate - INFO - Epoch 2, Batch 2500: Loss 1.801863670349121
2025-03-25 18:33:58,122 - train_classifier_generate - INFO - Epoch 2, Batch 2600: Loss 1.7463233470916748
2025-03-25 18:33:58,442 - train_classifier_generate - INFO - Epoch 2, Batch 2700: Loss 1.720065712928772
2025-03-25 18:33:59,020 - train_classifier_generate - INFO - Epoch 2, Batch 2800: Loss 1.7553802728652954
2025-03-25 18:33:59,392 - train_classifier_generate - INFO - Epoch 2, Batch 2900: Loss 1.7007396221160889
2025-03-25 18:33:59,876 - train_classifier_generate - INFO - Epoch 2, Batch 3000: Loss 1.6592249870300293
2025-03-25 18:34:00,297 - train_classifier_generate - INFO - Epoch 2, Batch 3100: Loss 1.688657283782959
2025-03-25 18:34:00,865 - train_classifier_generate - INFO - Epoch 2, Batch 3200: Loss 1.7615492343902588
2025-03-25 18:34:01,305 - train_classifier_generate - INFO - Epoch 2, Batch 3300: Loss 1.7754971981048584
2025-03-25 18:34:01,646 - train_classifier_generate - INFO - Epoch 2, Batch 3400: Loss 1.729783296585083
2025-03-25 18:34:02,156 - train_classifier_generate - INFO - Epoch 2, Batch 3500: Loss 1.7375534772872925
2025-03-25 18:34:02,518 - train_classifier_generate - INFO - Epoch 2, Batch 3600: Loss 1.729002594947815
2025-03-25 18:34:02,974 - train_classifier_generate - INFO - Epoch 2, Batch 3700: Loss 1.7478153705596924
2025-03-25 18:34:03,410 - train_classifier_generate - INFO - Epoch 2, Batch 3800: Loss 1.8703813552856445
2025-03-25 18:34:03,756 - train_classifier_generate - INFO - Epoch 2, Batch 3900: Loss 1.8546526432037354
2025-03-25 18:34:04,202 - train_classifier_generate - INFO - Epoch 2, Batch 4000: Loss 1.7102537155151367
2025-03-25 18:34:04,717 - train_classifier_generate - INFO - Epoch 2, Batch 4100: Loss 1.737738847732544
2025-03-25 18:34:05,177 - train_classifier_generate - INFO - Epoch 2, Batch 4200: Loss 1.8688349723815918
2025-03-25 18:34:05,652 - train_classifier_generate - INFO - Epoch 2, Batch 4300: Loss 1.840024709701538
2025-03-25 18:34:06,012 - train_classifier_generate - INFO - Epoch 2, Batch 4400: Loss 1.6761744022369385
2025-03-25 18:34:06,317 - train_classifier_generate - INFO - Epoch 2, Batch 4500: Loss 1.7316266298294067
2025-03-25 18:34:06,599 - train_classifier_generate - INFO - Epoch 2, Batch 4600: Loss 1.7360267639160156
2025-03-25 18:34:07,147 - train_classifier_generate - INFO - Epoch 2, Batch 4700: Loss 1.73543119430542
2025-03-25 18:34:07,564 - train_classifier_generate - INFO - Epoch 2, Batch 4800: Loss 1.6951699256896973
2025-03-25 18:34:07,900 - train_classifier_generate - INFO - Epoch 2, Batch 4900: Loss 1.7178049087524414
2025-03-25 18:34:08,367 - train_classifier_generate - INFO - Epoch 2, Batch 5000: Loss 1.7282660007476807
2025-03-25 18:34:08,761 - train_classifier_generate - INFO - Epoch 2, Batch 5100: Loss 1.831067681312561
2025-03-25 18:34:09,096 - train_classifier_generate - INFO - Epoch 2, Batch 5200: Loss 1.7268359661102295
2025-03-25 18:34:09,558 - train_classifier_generate - INFO - Epoch 2, Batch 5300: Loss 1.7392157316207886
2025-03-25 18:34:10,095 - train_classifier_generate - INFO - Epoch 2, Batch 5400: Loss 1.6285496950149536
2025-03-25 18:34:10,495 - train_classifier_generate - INFO - Epoch 2, Batch 5500: Loss 1.7569228410720825
2025-03-25 18:34:11,003 - train_classifier_generate - INFO - Epoch 2, Batch 5600: Loss 1.6513268947601318
2025-03-25 18:34:11,373 - train_classifier_generate - INFO - Epoch 2, Batch 5700: Loss 1.7145891189575195
2025-03-25 18:34:11,984 - train_classifier_generate - INFO - Epoch 2, Batch 5800: Loss 1.7999013662338257
2025-03-25 18:34:12,324 - train_classifier_generate - INFO - Epoch 2, Batch 5900: Loss 1.7283084392547607
2025-03-25 18:34:12,721 - train_classifier_generate - INFO - Epoch 2, Batch 6000: Loss 1.8316736221313477
2025-03-25 18:34:13,164 - train_classifier_generate - INFO - Epoch 2, Batch 6100: Loss 1.8299980163574219
2025-03-25 18:34:13,514 - train_classifier_generate - INFO - Epoch 2, Batch 6200: Loss 1.63762629032135
2025-03-25 18:34:14,118 - train_classifier_generate - INFO - Epoch 2, Batch 6300: Loss 1.6895538568496704
2025-03-25 18:34:14,446 - train_classifier_generate - INFO - Epoch 2, Batch 6400: Loss 1.6461886167526245
2025-03-25 18:34:14,823 - train_classifier_generate - INFO - Epoch 2, Batch 6500: Loss 1.7123005390167236
2025-03-25 18:34:44,201 - train_classifier_generate - INFO - Epoch 3, Batch 0: Loss 1.7915785312652588
2025-03-25 18:34:44,799 - train_classifier_generate - INFO - Epoch 3, Batch 100: Loss 1.7453876733779907
2025-03-25 18:34:45,308 - train_classifier_generate - INFO - Epoch 3, Batch 200: Loss 1.716430902481079
2025-03-25 18:34:45,649 - train_classifier_generate - INFO - Epoch 3, Batch 300: Loss 1.6642282009124756
2025-03-25 18:34:46,028 - train_classifier_generate - INFO - Epoch 3, Batch 400: Loss 1.753057837486267
2025-03-25 18:34:46,533 - train_classifier_generate - INFO - Epoch 3, Batch 500: Loss 1.5820807218551636
2025-03-25 18:34:46,890 - train_classifier_generate - INFO - Epoch 3, Batch 600: Loss 1.7867435216903687
2025-03-25 18:34:47,217 - train_classifier_generate - INFO - Epoch 3, Batch 700: Loss 1.7101737260818481
2025-03-25 18:34:47,811 - train_classifier_generate - INFO - Epoch 3, Batch 800: Loss 1.7098877429962158
2025-03-25 18:34:48,185 - train_classifier_generate - INFO - Epoch 3, Batch 900: Loss 1.68965744972229
2025-03-25 18:34:48,689 - train_classifier_generate - INFO - Epoch 3, Batch 1000: Loss 1.82797372341156
2025-03-25 18:34:49,193 - train_classifier_generate - INFO - Epoch 3, Batch 1100: Loss 1.6916155815124512
2025-03-25 18:34:49,536 - train_classifier_generate - INFO - Epoch 3, Batch 1200: Loss 1.711366057395935
2025-03-25 18:34:49,872 - train_classifier_generate - INFO - Epoch 3, Batch 1300: Loss 1.67475426197052
2025-03-25 18:34:50,180 - train_classifier_generate - INFO - Epoch 3, Batch 1400: Loss 1.8373476266860962
2025-03-25 18:34:50,562 - train_classifier_generate - INFO - Epoch 3, Batch 1500: Loss 1.7763152122497559
2025-03-25 18:34:50,980 - train_classifier_generate - INFO - Epoch 3, Batch 1600: Loss 1.8181445598602295
2025-03-25 18:34:51,303 - train_classifier_generate - INFO - Epoch 3, Batch 1700: Loss 1.6578514575958252
2025-03-25 18:34:51,701 - train_classifier_generate - INFO - Epoch 3, Batch 1800: Loss 1.7730662822723389
2025-03-25 18:34:52,164 - train_classifier_generate - INFO - Epoch 3, Batch 1900: Loss 1.9137229919433594
2025-03-25 18:34:52,441 - train_classifier_generate - INFO - Epoch 3, Batch 2000: Loss 1.7655696868896484
2025-03-25 18:34:52,742 - train_classifier_generate - INFO - Epoch 3, Batch 2100: Loss 1.7893154621124268
2025-03-25 18:34:53,056 - train_classifier_generate - INFO - Epoch 3, Batch 2200: Loss 1.736406683921814
2025-03-25 18:34:53,616 - train_classifier_generate - INFO - Epoch 3, Batch 2300: Loss 1.690194010734558
2025-03-25 18:34:53,970 - train_classifier_generate - INFO - Epoch 3, Batch 2400: Loss 1.8024530410766602
2025-03-25 18:34:54,427 - train_classifier_generate - INFO - Epoch 3, Batch 2500: Loss 1.5938917398452759
2025-03-25 18:34:54,902 - train_classifier_generate - INFO - Epoch 3, Batch 2600: Loss 1.6638190746307373
2025-03-25 18:34:55,387 - train_classifier_generate - INFO - Epoch 3, Batch 2700: Loss 1.662713885307312
2025-03-25 18:34:55,766 - train_classifier_generate - INFO - Epoch 3, Batch 2800: Loss 1.7625269889831543
2025-03-25 18:34:56,076 - train_classifier_generate - INFO - Epoch 3, Batch 2900: Loss 1.8099792003631592
2025-03-25 18:34:56,596 - train_classifier_generate - INFO - Epoch 3, Batch 3000: Loss 1.5956069231033325
2025-03-25 18:34:56,955 - train_classifier_generate - INFO - Epoch 3, Batch 3100: Loss 1.813502550125122
2025-03-25 18:34:57,287 - train_classifier_generate - INFO - Epoch 3, Batch 3200: Loss 1.7352279424667358
2025-03-25 18:34:57,798 - train_classifier_generate - INFO - Epoch 3, Batch 3300: Loss 1.8713891506195068
2025-03-25 18:34:58,143 - train_classifier_generate - INFO - Epoch 3, Batch 3400: Loss 1.677737832069397
2025-03-25 18:34:58,419 - train_classifier_generate - INFO - Epoch 3, Batch 3500: Loss 1.6351702213287354
2025-03-25 18:34:58,933 - train_classifier_generate - INFO - Epoch 3, Batch 3600: Loss 1.8517332077026367
2025-03-25 18:34:59,320 - train_classifier_generate - INFO - Epoch 3, Batch 3700: Loss 1.7317798137664795
2025-03-25 18:34:59,892 - train_classifier_generate - INFO - Epoch 3, Batch 3800: Loss 1.6943966150283813
2025-03-25 18:35:00,270 - train_classifier_generate - INFO - Epoch 3, Batch 3900: Loss 1.6417545080184937
2025-03-25 18:35:00,704 - train_classifier_generate - INFO - Epoch 3, Batch 4000: Loss 1.844527244567871
2025-03-25 18:35:01,245 - train_classifier_generate - INFO - Epoch 3, Batch 4100: Loss 1.5717178583145142
2025-03-25 18:35:01,928 - train_classifier_generate - INFO - Epoch 3, Batch 4200: Loss 1.7572503089904785
2025-03-25 18:35:02,283 - train_classifier_generate - INFO - Epoch 3, Batch 4300: Loss 1.739465355873108
2025-03-25 18:35:02,605 - train_classifier_generate - INFO - Epoch 3, Batch 4400: Loss 1.8877825736999512
2025-03-25 18:35:03,150 - train_classifier_generate - INFO - Epoch 3, Batch 4500: Loss 1.8165947198867798
2025-03-25 18:35:03,497 - train_classifier_generate - INFO - Epoch 3, Batch 4600: Loss 1.6451839208602905
2025-03-25 18:35:03,828 - train_classifier_generate - INFO - Epoch 3, Batch 4700: Loss 1.7076795101165771
2025-03-25 18:35:04,319 - train_classifier_generate - INFO - Epoch 3, Batch 4800: Loss 1.6905437707901
